Is_Tutor,Country ID,1stTeachingLanguage,1stTeachingLevel,2ndTeachingLanguage,2ndTeachingLevel,3rdTeachingLanguage,3rdTeachingLevel,4thTeachingLanguage,4thTeachingLevel,5thTeachingLanguage,5thTeachingLevel,6thTeachingLanguage,6thTeachingLevel,7thTeachingLanguage,7thTeachingLevel,8thTeachingLangauge,8thTeachingLevel,1stAlsoSpeaks,1stAlsoLevel,2ndAlsoSpeaks,2ndAlsoLevel,3rdAlsoSpeaks,3rdAlsoLevel,4thAlsoSpeaks,4thAlsoLevel,5thAlsoSpeaks,5thAlsoLevel,6thAlsoSpeaks,6thAlsoLevel,7thAlsoSpeaks,7thAlsoLevel,8thAlsoSpeaks,8thAlsoLevel,9thAlsoSpeaks,9thAlsoLevel,Signed_Up,Total_Sessions,Has_Trial,Trial_Price,Min_Price,Exam_Score,Level
1,GB,english,7,portuguese,7,,,,,,,,,,,,,french,5,german,2,indonesian,1,italian,4,latin,2,spanish,5,,,,,,,2017-02-03T08:54:32+00:00,2342,1,1000,1550,,
1,RU,russian,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-02-24T15:09:25+00:00,105,1,300,800,,
1,GB,english,7,,,,,,,,,,,,,,,german,2,,,,,,,,,,,,,,,,,2018-01-16T17:21:16+00:00,1156,1,1500,2200,,
1,ZA,english,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-02T07:21:02+00:00,6,0,200,1100,,
1,IN,bengali,7,english,7,hindi,7,,,,,,,,,,,french,2,spanish,3,,,,,,,,,,,,,,,2017-02-07T08:34:56+00:00,1267,1,799,1199,110,C2
1,IT,italian,7,,,,,,,,,,,,,,,english,6,french,1,german,4,russian,2,signlanguage(other),2,spanish,2,,,,,,,2019-11-12T10:13:19+00:00,583,1,500,700,,
1,DE,german,7,,,,,,,,,,,,,,,english,5,esperanto,3,french,4,italian,4,japanese,1,portuguese,4,spanish,5,swedish,2,,,2018-12-28T15:48:53+00:00,1289,1,800,1600,,
1,ES,spanish,7,,,,,,,,,,,,,,,chinese,3,english,4,italian,4,portuguese,4,,,,,,,,,,,2017-03-23T18:57:51+00:00,287,1,600,2100,,
1,VE,spanish,7,,,,,,,,,,,,,,,english,1,,,,,,,,,,,,,,,,,2017-02-05T15:13:58+00:00,653,1,360,590,,
1,CH,swissgerman,7,,,,,,,,,,,,,,,chinese,1,english,6,french,2,german,7,italian,2,korean,1,spanish,2,swedish,1,,,2017-03-13T22:01:32+00:00,503,1,600,2500,,
0,UY,spanish,7,,,,,,,,,,,,,,,english,5,german,1,italian,5,,,,,,,,,,,,,2020-04-29T05:03:33+00:00,2,0,100,1300,,
0,GB,english,7,,,,,,,,,,,,,,,danish,3,spanish,6,,,,,,,,,,,,,,,2020-04-07T07:31:32+00:00,125,1,800,1600,,
1,JP,japanese,7,,,,,,,,,,,,,,,chinese,4,czech,3,english,5,,,,,,,,,,,,,2018-09-06T10:57:47+00:00,140,1,400,1500,,
1,ES,galician,7,spanish,7,,,,,,,,,,,,,english,5,french,4,latin,2,portuguese,1,,,,,,,,,,,2017-03-07T18:02:51+00:00,2096,1,425,1250,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,korean,1,portuguese,5,spanish,3,swedish,2,,,,,,,,,2017-04-30T18:43:13+00:00,825,1,600,1500,,
1,IN,hindi,7,,,,,,,,,,,,,,,english,4,punjabi,4,urdu,5,,,,,,,,,,,,,2017-02-15T00:20:41+00:00,50,1,100,1000,,
1,KR,english,6,korean,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-20T20:20:19+00:00,257,1,700,1450,,
1,RO,romanian,7,,,,,,,,,,,,,,,danish,6,english,6,spanish,3,,,,,,,,,,,,,2020-04-02T02:20:42+00:00,203,1,600,1200,,
1,NO,english,6,norwegian,7,,,,,,,,,,,,,german,3,korean,4,,,,,,,,,,,,,,,2019-12-23T03:21:55+00:00,37,1,600,1100,,
1,SA,arabic,7,,,,,,,,,,,,,,,arabic(gulf),7,arabic(modernstandard),7,english,4,,,,,,,,,,,,,2017-03-27T22:04:31+00:00,3435,1,1000,1500,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,4,french,1,,,,,,,,,,,,,,,2017-02-20T08:03:00+00:00,1652,1,700,1000,,
1,SY,arabic,7,arabic(levantine),7,arabic(modernstandard),7,turkish,6,,,,,,,,,english,5,french,4,other,1,,,,,,,,,,,,,2020-04-24T10:36:23+00:00,145,1,100,700,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,german,4,,,,,,,,,,,,,,,2018-07-23T17:16:00+00:00,761,1,800,1300,,
1,IN,english,7,hindi,7,,,,,,,,,,,,,french,1,,,,,,,,,,,,,,,,,2017-03-07T17:47:31+00:00,4768,1,400,1199,,
1,HU,english,6,hungarian,7,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2017-02-24T21:33:56+00:00,38,1,200,600,,
1,HU,english,6,hungarian,7,,,,,,,,,,,,,french,4,,,,,,,,,,,,,,,,,2020-01-17T11:02:37+00:00,150,1,500,900,,
0,US,english,7,,,,,,,,,,,,,,,italian,3,,,,,,,,,,,,,,,,,2017-03-06T08:45:51+00:00,362,1,300,1500,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,german,1,japanese,2,,,,,,,,,,,,,2018-09-07T13:45:16+00:00,75,1,350,820,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,portuguese,1,spanish,2,,,,,,,,,,,,,2017-06-30T15:29:43+00:00,6191,1,1950,3900,,
1,IT,english,6,italian,7,spanish,6,,,,,,,,,,,french,5,german,4,,,,,,,,,,,,,,,2017-03-07T22:00:59+00:00,1000,1,500,999,,
0,RU,russian,7,,,,,,,,,,,,,,,english,5,german,3,polish,3,,,,,,,,,,,,,2020-04-20T10:45:09+00:00,28,1,250,1200,,
1,SE,swedish,7,,,,,,,,,,,,,,,croatian,1,english,5,german,1,portuguese,4,,,,,,,,,,,2017-07-10T06:05:48+00:00,633,0,0,1700,,
0,IR,persian(farsi),7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2017-03-25T22:42:01+00:00,1676,1,200,800,,
1,RU,english,6,,,,,,,,,,,,,,,dutch,2,russian,7,,,,,,,,,,,,,,,2020-03-30T07:44:09+00:00,172,1,500,1000,,
1,GB,english,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-22T16:02:52+00:00,1259,1,500,1300,,
0,IT,arabic(modernstandard),6,english,6,italian,7,,,,,,,,,,,catalan,4,german,2,latin,6,spanish,4,,,,,,,,,,,2020-06-05T08:29:14+00:00,0,1,300,1000,,
1,MA,french,6,,,,,,,,,,,,,,,arabic(maghrebi),7,arabic(modernstandard),7,english,4,italian,5,spanish,1,,,,,,,,,2017-12-30T12:39:38+00:00,2369,1,900,2900,,
1,RS,french,6,serbian,7,,,,,,,,,,,,,english,4,italian,3,spanish,1,,,,,,,,,,,,,2018-08-22T12:55:34+00:00,2008,1,399,1499,,
1,CN,chinese,7,english,6,portuguese,6,,,,,,,,,,,french,3,italian,2,japanese,2,spanish,5,,,,,,,,,,,2017-03-20T07:53:54+00:00,3190,1,900,1350,,
1,RU,russian,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-18T14:20:32+00:00,287,1,500,700,,
1,ES,catalan,7,english,7,spanish,7,,,,,,,,,,,french,3,,,,,,,,,,,,,,,,,2020-06-09T03:14:58+00:00,2,0,0,700,,
0,GB,english,7,,,,,,,,,,,,,,,portuguese,5,spanish,3,,,,,,,,,,,,,,,2018-09-05T13:59:41+00:00,1084,1,800,2500,,
0,FR,english,6,french,7,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2020-04-28T12:19:13+00:00,234,0,1000,1300,,
1,GB,english,7,,,,,,,,,,,,,,,dutch,1,french,5,german,4,latin,2,spanish,4,,,,,,,,,2020-01-07T10:58:52+00:00,363,1,1000,2300,,
0,IT,italian,7,,,,,,,,,,,,,,,chinese,1,english,6,korean,1,russian,1,spanish,6,,,,,,,,,2020-05-19T11:11:26+00:00,66,1,100,800,,
0,GB,english,7,,,,,,,,,,,,,,,german,4,italian,5,spanish,3,,,,,,,,,,,,,2017-03-25T17:59:54+00:00,50,1,1000,3000,,
1,RU,russian,7,,,,,,,,,,,,,,,bulgarian,3,,,,,,,,,,,,,,,,,2017-04-04T15:13:12+00:00,373,1,300,570,,
1,FR,english,6,french,7,,,,,,,,,,,,,chinese,4,chinese(cantonese),3,hungarian,3,italian,4,other,1,,,,,,,,,2018-08-17T21:12:34+00:00,510,1,990,1490,,
1,VE,spanish,7,,,,,,,,,,,,,,,english,1,,,,,,,,,,,,,,,,,2017-06-22T03:38:19+00:00,505,1,450,950,,
1,RS,english,6,german,6,serbian,7,,,,,,,,,,,bosnian,6,croatian,6,montenegrin,6,,,,,,,,,,,,,2019-04-18T13:27:37+00:00,529,1,400,600,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,japanese,3,,,,,,,,,,,,,,,2017-04-05T17:26:53+00:00,1788,1,1200,2000,,
1,PH,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2017-04-03T22:02:52+00:00,1244,1,500,1200,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2017-08-02T06:45:36+00:00,3807,1,800,1689,,
0,RU,english,6,russian,7,,,,,,,,,,,,,german,1,spanish,1,,,,,,,,,,,,,,,2020-05-12T03:21:42+00:00,58,1,600,1000,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,other,1,spanish,1,,,,,,,,,,,,,2017-08-02T09:14:09+00:00,1135,1,700,1200,,
0,FR,french,7,,,,,,,,,,,,,,,english,5,spanish,4,,,,,,,,,,,,,,,2020-03-31T11:05:06+00:00,85,1,500,2000,,
1,DE,german,7,,,,,,,,,,,,,,,english,6,portuguese,5,russian,4,spanish,2,,,,,,,,,,,2017-04-06T17:55:04+00:00,4906,1,1300,2800,,
1,IT,italian,7,,,,,,,,,,,,,,,chinese,5,english,3,esperanto,1,,,,,,,,,,,,,2017-06-13T03:36:33+00:00,8077,1,200,900,,
1,US,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2017-06-01T00:04:23+00:00,972,1,1000,2000,,
1,FR,french,7,,,,,,,,,,,,,,,english,5,mauritiancreole,3,spanish,2,,,,,,,,,,,,,2017-10-31T03:47:52+00:00,209,1,400,1400,,
0,AM,english,6,,,,,,,,,,,,,,,armenian,7,french,5,german,1,other,1,russian,5,,,,,,,,,2019-07-11T14:55:07+00:00,491,1,400,1200,,
1,NL,dutch,7,english,6,,,,,,,,,,,,,hungarian,1,japanese,1,russian,1,,,,,,,,,,,,,2018-03-07T13:07:19+00:00,1313,1,500,950,,
1,VN,vietnamese,7,,,,,,,,,,,,,,,english,5,japanese,1,,,,,,,,,,,,,,,2017-04-30T19:27:58+00:00,321,1,100,500,,
1,TR,english,6,turkish,7,,,,,,,,,,,,,german,1,greek,2,spanish,1,,,,,,,,,,,,,2017-11-28T03:40:25+00:00,870,1,680,1090,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-03-09T04:18:37+00:00,182,1,500,1000,,
1,IE,english,7,,,,,,,,,,,,,,,gaelic(irish),4,thai,2,,,,,,,,,,,,,,,2017-06-13T08:40:31+00:00,6784,1,499,1099,,
1,RU,english,6,russian,7,,,,,,,,,,,,,german,2,,,,,,,,,,,,,,,,,2020-01-17T03:40:06+00:00,572,1,500,900,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,italian,1,spanish,4,swedish,2,,,,,,,,,,,2017-12-11T19:39:32+00:00,1160,1,600,890,,
1,TR,turkish,7,,,,,,,,,,,,,,,english,6,russian,2,,,,,,,,,,,,,,,2018-09-07T15:07:03+00:00,58,1,100,450,,
1,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),3,english,4,,,,,,,,,,,,,,,2017-05-16T10:03:11+00:00,1305,1,300,1200,,
1,BR,portuguese,7,,,,,,,,,,,,,,,english,3,french,4,german,1,spanish,1,,,,,,,,,,,2020-02-19T07:41:47+00:00,203,1,250,400,,
1,AU,english,7,,,,,,,,,,,,,,,arabic,1,french,4,russian,7,spanish,3,,,,,,,,,,,2017-08-22T08:02:46+00:00,2481,1,1195,1995,,
1,ZZ,arabic,7,arabic(levantine),6,arabic(modernstandard),7,french,7,,,,,,,,,chinese,2,english,5,japanese,2,korean,1,tamazight,5,,,,,,,,,2017-10-19T05:48:23+00:00,1658,1,700,1690,,
0,IT,italian,7,,,,,,,,,,,,,,,english,5,french,5,german,1,,,,,,,,,,,,,2017-07-06T09:01:41+00:00,2884,1,900,2500,,
1,PT,english,6,portuguese,7,,,,,,,,,,,,,czech,1,slovak,1,spanish,3,,,,,,,,,,,,,2017-10-30T08:08:09+00:00,1620,1,800,1450,,
1,BE,dutch,7,flemish,7,,,,,,,,,,,,,english,6,french,7,german,4,maltese,2,portuguese,2,spanish,3,turkish,1,,,,,2017-06-16T02:21:55+00:00,502,1,800,1700,,
1,SY,arabic,7,arabic(levantine),7,arabic(modernstandard),7,,,,,,,,,,,english,6,other,1,turkish,1,,,,,,,,,,,,,2017-07-31T07:43:55+00:00,3864,1,900,2520,,
1,ES,catalan,7,english,6,spanish,7,,,,,,,,,,,french,1,japanese,1,,,,,,,,,,,,,,,2020-05-25T08:16:21+00:00,46,1,800,1000,,
1,ES,spanish,7,,,,,,,,,,,,,,,chinese,3,english,6,french,3,german,3,,,,,,,,,,,2017-11-16T07:58:11+00:00,141,1,400,2000,,
1,PH,chinese,6,english,6,filipino(tagalog),7,,,,,,,,,,,chinese(cantonese),1,chinese(hokkien),3,,,,,,,,,,,,,,,2017-06-06T11:10:27+00:00,2294,1,300,600,,
1,TR,russian,7,turkish,6,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2018-06-28T14:08:38+00:00,553,1,300,800,,
1,JP,japanese,7,,,,,,,,,,,,,,,danish,3,english,5,italian,4,swedish,1,,,,,,,,,,,2017-06-10T21:14:51+00:00,2749,1,500,2500,,
1,US,english,7,,,,,,,,,,,,,,,spanish,6,,,,,,,,,,,,,,,,,2020-04-02T06:19:04+00:00,209,1,200,800,,
1,RS,norwegian,7,,,,,,,,,,,,,,,english,6,german,2,greek,2,serbian,7,,,,,,,,,,,2017-08-08T08:42:07+00:00,1185,1,1000,2000,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-14T08:59:16+00:00,1884,1,600,1600,,
0,GB,english,7,,,,,,,,,,,,,,,spanish,5,swedish,2,,,,,,,,,,,,,,,2017-11-23T07:39:12+00:00,736,0,100,2200,,
1,CN,chinese,7,chinese(cantonese),7,,,,,,,,,,,,,english,5,japanese,1,spanish,3,,,,,,,,,,,,,2018-02-27T17:27:27+00:00,310,1,600,800,,
1,ES,spanish,7,,,,,,,,,,,,,,,arabic(modernstandard),2,basque,5,english,5,german,4,italian,3,,,,,,,,,2020-01-08T04:12:31+00:00,203,1,500,1400,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-13T03:50:44+00:00,2432,1,750,1750,,
1,GB,english,7,,,,,,,,,,,,,,,german,3,spanish,1,,,,,,,,,,,,,,,2017-11-27T16:57:08+00:00,2714,1,999,1800,,
1,KR,korean,7,,,,,,,,,,,,,,,english,3,russian,3,,,,,,,,,,,,,,,2019-12-12T06:51:06+00:00,196,1,800,1500,,
1,RU,russian,7,,,,,,,,,,,,,,,english,5,norwegian,1,,,,,,,,,,,,,,,2020-02-03T11:19:59+00:00,154,1,400,700,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,spanish,2,turkish,4,,,,,,,,,,,,,2017-07-10T06:35:18+00:00,1783,1,800,1290,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-07-21T09:07:57+00:00,728,0,100,1400,,
0,GB,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2017-07-07T08:06:34+00:00,1315,1,1000,2250,,
0,RU,english,6,russian,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-14T07:28:05+00:00,39,1,400,800,,
1,FR,french,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-12-03T09:31:12+00:00,1285,1,700,1300,,
1,NZ,chinese,7,chinese(cantonese),7,english,7,,,,,,,,,,,bosnian,1,japanese,2,spanish,4,,,,,,,,,,,,,2020-01-24T03:01:35+00:00,324,1,1000,1600,,
1,RS,english,6,serbian,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-04T04:08:17+00:00,933,1,299,900,,
1,GB,english,7,swedish,7,,,,,,,,,,,,,finnish,3,french,5,german,4,italian,4,latin,5,polish,3,russian,3,,,,,2018-02-03T15:15:46+00:00,1646,1,1400,3200,,
0,SY,arabic,7,english,6,,,,,,,,,,,,,arabic(levantine),7,arabic(modernstandard),7,german,3,,,,,,,,,,,,,2020-04-16T07:55:11+00:00,86,1,400,1200,,
1,DE,english,6,german,7,,,,,,,,,,,,,bosnian,6,croatian,6,serbian,6,,,,,,,,,,,,,2019-02-19T11:27:02+00:00,2089,1,700,1200,,
1,MY,chinese,7,english,6,malay,6,,,,,,,,,,,chinese(cantonese),2,chinese(hokkien),6,chinese(taiwanese),4,japanese,2,korean,1,,,,,,,,,2020-05-14T07:47:20+00:00,9,1,500,1200,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,3,indonesian,2,other,1,spanish,3,,,,,,,,,,,2018-01-11T16:19:10+00:00,2218,1,890,1900,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2018-06-30T17:05:52+00:00,2466,1,1200,1899,,
1,IN,english,7,french,7,hindi,7,,,,,,,,,,,chinese,1,japanese,1,korean,1,spanish,4,,,,,,,,,,,2017-08-02T06:04:17+00:00,1338,1,1100,1750,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,5,turkish,3,,,,,,,,,,,,,,,2017-08-09T06:54:11+00:00,302,1,800,1800,,
1,EG,arabic,7,arabic(egyptian),7,arabic(modernstandard),7,,,,,,,,,,,english,5,spanish,1,,,,,,,,,,,,,,,2017-10-13T08:48:54+00:00,243,1,500,1100,,
0,CA,english,7,,,,,,,,,,,,,,,french,1,german,2,spanish,4,turkish,3,,,,,,,,,,,2018-06-06T18:25:41+00:00,1284,1,800,1750,,
0,GB,english,7,indonesian,7,portuguese,6,,,,,,,,,,,arabic,2,dutch,3,french,2,german,3,spanish,3,sundanese,6,,,,,,,2020-05-25T10:41:21+00:00,84,0,500,1000,,
1,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2017-09-18T16:12:36+00:00,1495,1,500,1600,,
1,CZ,czech,7,english,6,,,,,,,,,,,,,french,3,,,,,,,,,,,,,,,,,2017-08-11T07:02:38+00:00,2807,1,550,1400,,
1,ES,spanish,7,,,,,,,,,,,,,,,chinese,2,english,6,,,,,,,,,,,,,,,2019-05-14T13:23:33+00:00,222,1,700,1100,,
1,GB,english,7,,,,,,,,,,,,,,,german,5,japanese,1,,,,,,,,,,,,,,,2017-10-17T07:36:26+00:00,841,1,900,1300,,
1,US,english,7,,,,,,,,,,,,,,,danish,2,,,,,,,,,,,,,,,,,2019-03-04T10:36:16+00:00,1460,1,500,1500,,
1,JM,english,7,jamaicancreole,7,,,,,,,,,,,,,japanese,3,,,,,,,,,,,,,,,,,2020-05-18T03:28:19+00:00,120,1,400,600,,
0,US,english,7,,,,,,,,,,,,,,,korean,4,,,,,,,,,,,,,,,,,2017-08-07T03:42:28+00:00,1180,1,600,1800,,
1,KR,korean,7,,,,,,,,,,,,,,,chinese,3,english,4,other,1,,,,,,,,,,,,,2018-08-01T06:33:05+00:00,433,1,800,1000,,
1,GB,english,7,italian,7,,,,,,,,,,,,,french,5,german,4,spanish,5,,,,,,,,,,,,,2017-08-11T03:34:36+00:00,1162,1,700,1300,,
1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,french,2,greek(ancient),2,korean,2,other,1,,,,,,,,,,,2019-04-18T13:27:34+00:00,1050,1,500,950,,
1,US,english,7,,,,,,,,,,,,,,,dutch,3,french,2,,,,,,,,,,,,,,,2017-08-10T02:32:08+00:00,2519,1,1000,1950,,
1,CA,english,7,,,,,,,,,,,,,,,arabic,3,french,3,urdu,3,,,,,,,,,,,,,2017-12-16T12:05:08+00:00,68,1,1200,1800,,
1,PH,english,6,filipino(tagalog),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-16T14:22:47+00:00,1432,1,550,1000,,
1,AU,english,7,,,,,,,,,,,,,,,japanese,2,,,,,,,,,,,,,,,,,2018-11-09T18:00:19+00:00,256,1,750,1500,,
1,GB,english,7,,,,,,,,,,,,,,,japanese,1,,,,,,,,,,,,,,,,,2020-02-24T08:51:42+00:00,58,1,450,1200,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-11-01T09:44:04+00:00,208,1,500,1210,,
0,GB,english,7,,,,,,,,,,,,,,,french,2,italian,2,spanish,2,,,,,,,,,,,,,2020-04-21T11:24:34+00:00,253,1,200,1200,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,german,2,japanese,2,,,,,,,,,,,,,2019-10-14T13:14:13+00:00,290,1,550,1450,,
1,JP,japanese,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2019-03-05T15:01:18+00:00,539,1,300,600,,
1,RU,russian,7,,,,,,,,,,,,,,,english,5,french,3,,,,,,,,,,,,,,,2017-08-30T08:50:58+00:00,89,1,300,800,,
1,UA,english,6,russian,7,,,,,,,,,,,,,german,4,italian,4,ukrainian,6,,,,,,,,,,,,,2018-08-17T21:34:12+00:00,3275,1,900,1700,,
1,ZA,afrikaans,7,english,7,,,,,,,,,,,,,dutch,1,german,2,italian,1,,,,,,,,,,,,,2017-08-30T09:40:11+00:00,420,1,800,1800,,
1,EG,arabic(egyptian),7,,,,,,,,,,,,,,,english,5,french,1,,,,,,,,,,,,,,,2019-10-07T11:25:39+00:00,264,1,300,1000,,
1,DE,english,6,german,7,,,,,,,,,,,,,dutch,4,french,2,,,,,,,,,,,,,,,2019-07-09T15:54:49+00:00,1807,1,700,1500,,
0,IT,italian,7,,,,,,,,,,,,,,,english,4,spanish,5,,,,,,,,,,,,,,,2020-03-24T03:49:13+00:00,256,1,200,1100,,
1,IT,english,6,italian,7,,,,,,,,,,,,,french,4,spanish,3,,,,,,,,,,,,,,,2017-10-08T07:33:21+00:00,469,1,400,1000,,
1,NO,norwegian,7,,,,,,,,,,,,,,,chinese,3,english,6,japanese,2,,,,,,,,,,,,,2017-09-06T09:09:26+00:00,912,0,300,1400,,
1,GB,english,7,,,,,,,,,,,,,,,japanese,2,spanish,5,,,,,,,,,,,,,,,2017-10-23T06:54:04+00:00,2010,1,999,3175,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,japanese,4,other,1,,,,,,,,,,,,,2019-11-11T10:15:42+00:00,216,1,500,1300,,
1,GB,english,7,,,,,,,,,,,,,,,french,2,korean,3,spanish,1,,,,,,,,,,,,,2018-05-18T17:21:24+00:00,702,1,1000,2000,,
1,US,english,7,,,,,,,,,,,,,,,french,2,spanish,2,,,,,,,,,,,,,,,2020-04-09T07:30:05+00:00,123,1,300,900,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,5,german,4,,,,,,,,,,,,,,,2019-03-12T14:40:50+00:00,195,1,1085,1600,,
1,ES,english,6,spanish,7,,,,,,,,,,,,,arabic,3,chinese,4,german,4,italian,2,,,,,,,,,,,2020-04-20T06:09:19+00:00,147,1,500,1050,,
1,FR,french,7,,,,,,,,,,,,,,,chinese,3,english,5,italian,3,spanish,1,,,,,,,,,,,2020-03-06T03:21:20+00:00,312,0,100,900,,
1,AF,pashtu,7,,,,,,,,,,,,,,,dari,6,english,6,,,,,,,,,,,,,,,2017-10-15T14:18:57+00:00,959,1,500,900,,
0,GB,english,7,,,,,,,,,,,,,,,chinese,1,french,2,zulu,3,,,,,,,,,,,,,2020-04-02T11:15:16+00:00,191,1,600,1800,,
1,GB,english,7,,,,,,,,,,,,,,,arabic(modernstandard),1,french,4,italian,1,latin,1,russian,3,,,,,,,,,2017-09-26T07:14:43+00:00,328,0,800,1400,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,german,1,,,,,,,,,,,,,,,2017-10-13T08:52:11+00:00,3008,1,1000,1800,54,B1
1,GB,english,7,,,,,,,,,,,,,,,french,2,,,,,,,,,,,,,,,,,2018-09-24T09:46:44+00:00,2708,1,1090,1690,,
1,US,english,7,,,,,,,,,,,,,,,arabic(modernstandard),2,chinese,3,japanese,3,korean,5,,,,,,,,,,,2017-10-23T02:10:58+00:00,433,1,700,1600,,
1,PH,english,6,filipino(tagalog),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-25T08:19:10+00:00,4120,1,300,800,,
1,IT,italian,7,,,,,,,,,,,,,,,english,5,french,3,german,3,spanish,3,,,,,,,,,,,2017-10-09T10:26:28+00:00,3385,1,400,1299,,
1,CA,chinese,7,english,7,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2017-09-29T10:01:40+00:00,930,1,600,1500,,
1,FR,french,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2017-10-01T08:49:30+00:00,1959,1,1095,1695,,
1,RU,russian,7,,,,,,,,,,,,,,,czech,4,english,6,french,3,italian,1,spanish,2,,,,,,,,,2017-10-04T07:46:56+00:00,273,1,500,1500,,
0,RS,english,6,serbian,7,,,,,,,,,,,,,portuguese,3,spanish,4,,,,,,,,,,,,,,,2017-10-31T07:14:56+00:00,109,1,400,800,,
0,JM,english,7,,,,,,,,,,,,,,,japanese,3,,,,,,,,,,,,,,,,,2020-04-21T11:30:24+00:00,55,1,300,1000,,
1,IT,english,6,italian,7,spanish,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-21T03:52:28+00:00,953,1,2500,2400,,
0,ES,spanish,7,,,,,,,,,,,,,,,english,1,galician,7,,,,,,,,,,,,,,,2018-01-31T14:26:11+00:00,4244,1,599,1800,,
1,RS,english,6,hungarian,7,serbian,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-18T19:36:27+00:00,886,1,600,1200,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,german,2,italian,5,,,,,,,,,,,,,2018-09-26T10:25:36+00:00,339,0,100,1300,,
1,GB,english,7,,,,,,,,,,,,,,,french,1,german,3,italian,5,spanish,2,,,,,,,,,,,2018-04-27T13:26:24+00:00,828,1,1000,2200,,
1,EG,arabic,7,arabic(egyptian),7,arabic(modernstandard),7,english,6,,,,,,,,,chinese(other),1,french,2,other,7,spanish,1,turkish,1,,,,,,,,,2017-11-23T08:55:02+00:00,3116,1,450,650,,
0,FR,french,7,,,,,,,,,,,,,,,english,4,german,1,italian,3,,,,,,,,,,,,,2017-10-31T02:31:02+00:00,615,1,1500,2300,,
1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,german,1,spanish,2,,,,,,,,,,,,,,,2018-03-14T12:53:17+00:00,284,1,300,800,,
1,CN,chinese,7,german,6,english,6,,,,,,,,,,,japanese,5,spanish,5,french,1,russian,1,korean,1,,,,,,,,,2020-05-29T10:20:42+00:00,38,1,500,1000,,
1,DE,german,7,,,,,,,,,,,,,,,chinese,2,english,6,spanish,6,,,,,,,,,,,,,2019-01-22T13:21:55+00:00,621,1,1200,2700,,
