User_ID,Is_Tutor,Country ID,1stTeaching Language,1stTeachingLevel,2ndTeachingLanguage,2ndTeachingLevel,3rdTeachingLanguage,3rdTeachingLevel,4thTeachingLanguage,4thTeachingLevel,5thTeachingLanguage,5thTeachingLevel,6thTeachingLanguage,6thTeachingLevel,7thTeachingLanguage,7thTeachingLevel,8thTeachingLangauge,8thTeachingLevel,1stAlsoSpeaks,1stAlsoLevel,2ndAlsoSpeaks,2ndAlsoLevel,3rdAlsoSpeaks,3rdAlsoLevel,4thAlsoSpeaks,4thAlsoLevel,5thAlsoSpeaks,5thAlsoLevel,6thAlsoSpeaks,6thAlsoLevel,7thAlsoSpeaks,7thAlsoLevel,8thAlsoSpeaks,8thAlsoLevel,9thAlsoSpeaks,9thAlsoLevel,Signed_Up,Total_Sessions,Has_Trial,Trial_Price,Min_Price,Exam_Score,Level
3574848,1,TW,chinese,7,chinese(taiwanese),6,english,6,,,,,,,,,,,chinese(cantonese),2,japanese,1,spanish,1,,,,,,,,,,,,,2016-11-29T07:25:43+00:00,2021,1,900,2000,,
3576632,0,JP,chinese,6,english,6,japanese,7,,,,,,,,,,,lao,1,thai,1,vietnamese,3,,,,,,,,,,,,,2016-09-30T06:24:30+00:00,1281,1,1490,2990,,
3579700,0,GB,english,7,,,,,,,,,,,,,,,chinese,1,french,3,korean,2,russian,1,spanish,4,,,,,,,,,2016-12-16T06:24:35+00:00,2742,1,1600,3200,,
3585819,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,french,2,,,,,,,,,,,,,,,2019-04-30T11:37:42+00:00,405,1,200,900,,
3597345,1,FR,english,6,french,7,,,,,,,,,,,,,chinese,4,german,2,japanese,2,,,,,,,,,,,,,2020-04-27T11:51:30+00:00,133,1,200,1300,,
3604506,0,GB,english,7,,,,,,,,,,,,,,,chinese,0,,,,,,,,,,,,,,,,,2016-10-24T08:17:46+00:00,2554,1,1200,2200,,
3614373,0,FR,french,7,,,,,,,,,,,,,,,english,5,spanish,6,,,,,,,,,,,,,,,2019-10-29T10:19:07+00:00,34,1,100,2500,,
3624398,1,RU,chinese,7,,,,,,,,,,,,,,,russian,4,,,,,,,,,,,,,,,,,2020-05-12T09:44:52+00:00,17,1,100,1000,,
3624684,0,TR,turkish,7,,,,,,,,,,,,,,,english,5,german,1,kazakh,5,kyrgyz,5,spanish,1,,,,,,,,,2019-11-15T10:03:07+00:00,190,1,600,1400,,
3627407,1,GB,english,7,,,,,,,,,,,,,,,german,4,italian,3,japanese,1,other,1,spanish,4,,,,,,,,,2017-01-30T01:26:32+00:00,1279,1,900,1500,,
3628882,1,ES,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2016-12-25T06:32:33+00:00,938,1,1200,2000,,
3633903,1,GB,english,7,,,,,,,,,,,,,,,chinese,1,italian,2,lithuanian,4,other,1,russian,7,spanish,2,,,,,,,2016-11-24T09:00:52+00:00,4736,1,890,2000,,
3636028,1,JP,japanese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2020-05-27T10:39:33+00:00,43,1,500,730,,
3643481,0,PL,german,6,,,,,,,,,,,,,,,chinese,1,english,4,polish,7,spanish,4,,,,,,,,,,,2020-04-27T07:28:57+00:00,90,1,700,1500,,
3644587,0,FR,french,7,,,,,,,,,,,,,,,chinese(cantonese),1,danish,1,english,5,hungarian,4,japanese,1,norwegian,1,russian,1,swedish,1,,,2017-06-10T21:11:58+00:00,346,1,400,2800,,
3644966,1,BR,portuguese,7,,,,,,,,,,,,,,,english,3,spanish,2,,,,,,,,,,,,,,,2017-07-17T09:48:38+00:00,1829,1,400,975,52,B1
3647695,1,US,english,7,,,,,,,,,,,,,,,french,2,norwegian,1,other,1,russian,1,,,,,,,,,,,2018-11-09T17:55:15+00:00,848,1,1400,2600,,
3649451,1,IT,italian,7,,,,,,,,,,,,,,,english,5,french,2,spanish,5,,,,,,,,,,,,,2017-03-10T06:55:46+00:00,225,1,400,499,,
3650193,1,FR,french,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2016-11-09T09:32:15+00:00,353,1,900,1500,,
3660357,1,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),2,chinese(other),7,english,5,french,1,japanese,1,korean,1,spanish,1,,,,,2017-04-25T08:56:23+00:00,2737,1,800,1590,,
3665062,0,ES,spanish,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-05-07T09:53:51+00:00,733,1,700,2290,,
3666433,1,GB,english,7,italian,7,,,,,,,,,,,,,chinese,1,french,1,icelandic,1,japanese,1,korean,1,spanish,1,vietnamese,1,,,,,2017-01-03T18:01:50+00:00,3468,1,600,1000,,
3670526,1,CN,chinese,7,,,,,,,,,,,,,,,english,5,german,2,hindi,3,japanese,2,,,,,,,,,,,2019-01-30T12:32:16+00:00,293,1,500,1000,,
3681597,1,DE,english,6,german,7,,,,,,,,,,,,,spanish,6,,,,,,,,,,,,,,,,,2017-06-19T02:36:20+00:00,2493,1,1500,1800,,
3683379,1,IT,italian,7,,,,,,,,,,,,,,,english,5,spanish,4,,,,,,,,,,,,,,,2017-08-10T08:58:48+00:00,456,1,100,1200,,
3690833,1,GB,english,7,,,,,,,,,,,,,,,other,3,,,,,,,,,,,,,,,,,2017-01-12T07:38:50+00:00,2462,1,899,1999,,
3705703,1,EG,arabic,7,arabic(modernstandard),7,,,,,,,,,,,,,arabic(egyptian),7,chinese(taiwanese),1,english,4,french,3,german,1,spanish,1,urdu,2,,,,,2016-12-15T06:19:44+00:00,1619,1,500,1000,,
3714176,1,IT,english,7,italian,7,,,,,,,,,,,,,japanese,1,,,,,,,,,,,,,,,,,2017-01-17T05:44:11+00:00,4447,1,600,1000,,
3720370,1,IT,italian,7,,,,,,,,,,,,,,,chinese,4,english,5,,,,,,,,,,,,,,,2017-01-10T17:32:16+00:00,1007,1,800,1100,,
3722191,1,ES,spanish,7,,,,,,,,,,,,,,,english,3,german,3,,,,,,,,,,,,,,,2019-10-29T10:07:25+00:00,341,1,800,1200,,
3729336,1,FR,french,7,,,,,,,,,,,,,,,english,6,italian,2,japanese,5,portuguese,1,spanish,2,,,,,,,,,2016-12-13T03:02:11+00:00,2443,1,1000,2800,,
3745099,1,US,english,7,,,,,,,,,,,,,,,chinese,1,french,1,spanish,3,thai,5,,,,,,,,,,,2016-12-25T06:51:32+00:00,4833,1,188,1088,,
3746348,0,US,english,7,,,,,,,,,,,,,,,thai,3,,,,,,,,,,,,,,,,,2016-12-11T06:52:09+00:00,2666,1,900,1800,,
3746963,0,AU,english,7,,,,,,,,,,,,,,,japanese,1,,,,,,,,,,,,,,,,,2017-01-17T13:34:02+00:00,261,1,600,1200,,
3747225,1,US,english,7,,,,,,,,,,,,,,,chinese,2,,,,,,,,,,,,,,,,,2020-05-21T11:14:44+00:00,97,1,300,1000,,
3748420,0,IT,italian,7,,,,,,,,,,,,,,,english,4,german,5,sardinian,7,spanish,5,turkish,3,,,,,,,,,2020-04-13T03:58:42+00:00,38,1,200,1200,,
3759793,1,IE,english,7,gaelic(irish),7,,,,,,,,,,,,,chinese,3,german,2,,,,,,,,,,,,,,,2017-08-22T08:27:41+00:00,895,1,700,2300,,
3762709,0,US,english,7,,,,,,,,,,,,,,,portuguese,6,spanish,2,,,,,,,,,,,,,,,2020-04-13T05:59:28+00:00,650,1,800,1600,,
3768686,1,RU,russian,7,,,,,,,,,,,,,,,english,4,french,4,other,1,spanish,2,,,,,,,,,,,2017-10-16T06:51:42+00:00,443,1,400,1000,,
3771375,1,CA,english,7,,,,,,,,,,,,,,,french,4,spanish,3,,,,,,,,,,,,,,,2016-12-16T06:35:43+00:00,19,1,300,1500,,
3773457,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,spanish,3,,,,,,,,,,,,,,,2016-12-14T11:12:13+00:00,1907,1,850,1080,,
3783948,0,ES,spanish,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2016-12-26T10:09:09+00:00,743,1,700,2700,,
3786467,1,AT,german,7,,,,,,,,,,,,,,,danish,3,english,5,french,3,spanish,1,,,,,,,,,,,2017-08-18T09:52:01+00:00,857,1,800,2700,,
3788034,0,TH,thai,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-05-01T17:40:42+00:00,1152,1,600,1000,,
3802699,1,CN,chinese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2017-01-19T03:50:22+00:00,1079,1,600,1800,87,C1
3815928,1,PH,english,7,,,,,,,,,,,,,,,filipino(tagalog),5,,,,,,,,,,,,,,,,,2017-01-08T05:27:22+00:00,4023,1,600,1600,,
3822144,1,PT,english,6,portuguese,7,,,,,,,,,,,,,french,5,german,3,italian,4,japanese,4,latin,1,sanskrit,1,spanish,3,,,,,2017-01-18T05:52:05+00:00,1765,1,700,1880,,
3822662,1,IT,italian,7,,,,,,,,,,,,,,,chinese,3,english,6,german,2,spanish,5,,,,,,,,,,,2018-05-01T18:28:18+00:00,2366,1,500,1299,,
3834629,1,GB,english,7,portuguese,7,,,,,,,,,,,,,french,5,german,2,indonesian,1,italian,4,latin,2,spanish,5,,,,,,,2017-02-03T08:54:32+00:00,2342,1,1000,1550,,
3837162,1,RU,russian,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-02-24T15:09:25+00:00,105,1,300,800,,
3837567,1,GB,english,7,,,,,,,,,,,,,,,german,2,,,,,,,,,,,,,,,,,2018-01-16T17:21:16+00:00,1156,1,1500,2200,,
3849873,1,ZA,english,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-02T07:21:02+00:00,6,0,200,1100,,
3850435,1,IN,bengali,7,english,7,hindi,7,,,,,,,,,,,french,2,spanish,3,,,,,,,,,,,,,,,2017-02-07T08:34:56+00:00,1267,1,799,1199,110,C2
3851814,1,IT,italian,7,,,,,,,,,,,,,,,english,6,french,1,german,4,russian,2,signlanguage(other),2,spanish,2,,,,,,,2019-11-12T10:13:19+00:00,583,1,500,700,,
3853654,1,DE,german,7,,,,,,,,,,,,,,,english,5,esperanto,3,french,4,italian,4,japanese,1,portuguese,4,spanish,5,swedish,2,,,2018-12-28T15:48:53+00:00,1289,1,800,1600,,
3858017,1,ES,spanish,7,,,,,,,,,,,,,,,chinese,3,english,4,italian,4,portuguese,4,,,,,,,,,,,2017-03-23T18:57:51+00:00,287,1,600,2100,,
3863949,1,VE,spanish,7,,,,,,,,,,,,,,,english,1,,,,,,,,,,,,,,,,,2017-02-05T15:13:58+00:00,653,1,360,590,,
3864781,1,CH,swissgerman,7,,,,,,,,,,,,,,,chinese,1,english,6,french,2,german,7,italian,2,korean,1,spanish,2,swedish,1,,,2017-03-13T22:01:32+00:00,503,1,600,2500,,
3865223,0,UY,spanish,7,,,,,,,,,,,,,,,english,5,german,1,italian,5,,,,,,,,,,,,,2020-04-29T05:03:33+00:00,2,0,100,1300,,
3872664,0,GB,english,7,,,,,,,,,,,,,,,danish,3,spanish,6,,,,,,,,,,,,,,,2020-04-07T07:31:32+00:00,125,1,800,1600,,
3874266,1,JP,japanese,7,,,,,,,,,,,,,,,chinese,4,czech,3,english,5,,,,,,,,,,,,,2018-09-06T10:57:47+00:00,140,1,400,1500,,
3875073,1,ES,galician,7,spanish,7,,,,,,,,,,,,,english,5,french,4,latin,2,portuguese,1,,,,,,,,,,,2017-03-07T18:02:51+00:00,2096,1,425,1250,,
3888752,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,korean,1,portuguese,5,spanish,3,swedish,2,,,,,,,,,2017-04-30T18:43:13+00:00,825,1,600,1500,,
3890067,1,IN,hindi,7,,,,,,,,,,,,,,,english,4,punjabi,4,urdu,5,,,,,,,,,,,,,2017-02-15T00:20:41+00:00,50,1,100,1000,,
3890325,1,KR,english,6,korean,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-20T20:20:19+00:00,257,1,700,1450,,
3898356,1,RO,romanian,7,,,,,,,,,,,,,,,danish,6,english,6,spanish,3,,,,,,,,,,,,,2020-04-02T02:20:42+00:00,203,1,600,1200,,
3899332,1,NO,english,6,norwegian,7,,,,,,,,,,,,,german,3,korean,4,,,,,,,,,,,,,,,2019-12-23T03:21:55+00:00,37,1,600,1100,,
3909040,1,SA,arabic,7,,,,,,,,,,,,,,,arabic(gulf),7,arabic(modernstandard),7,english,4,,,,,,,,,,,,,2017-03-27T22:04:31+00:00,3435,1,1000,1500,,
3914962,1,CO,spanish,7,,,,,,,,,,,,,,,english,4,french,1,,,,,,,,,,,,,,,2017-02-20T08:03:00+00:00,1652,1,700,1000,,
3925144,1,SY,arabic,7,arabic(levantine),7,arabic(modernstandard),7,turkish,6,,,,,,,,,english,5,french,4,other,1,,,,,,,,,,,,,2020-04-24T10:36:23+00:00,145,1,100,700,,
3925704,1,IT,italian,7,,,,,,,,,,,,,,,english,4,german,4,,,,,,,,,,,,,,,2018-07-23T17:16:00+00:00,761,1,800,1300,,
3934366,1,IN,english,7,hindi,7,,,,,,,,,,,,,french,1,,,,,,,,,,,,,,,,,2017-03-07T17:47:31+00:00,4768,1,400,1199,,
3943902,1,HU,english,6,hungarian,7,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2017-02-24T21:33:56+00:00,38,1,200,600,,
3951107,1,HU,english,6,hungarian,7,,,,,,,,,,,,,french,4,,,,,,,,,,,,,,,,,2020-01-17T11:02:37+00:00,150,1,500,900,,
3952855,0,US,english,7,,,,,,,,,,,,,,,italian,3,,,,,,,,,,,,,,,,,2017-03-06T08:45:51+00:00,362,1,300,1500,,
3963490,1,CN,chinese,7,,,,,,,,,,,,,,,english,4,german,1,japanese,2,,,,,,,,,,,,,2018-09-07T13:45:16+00:00,75,1,350,820,,
3964926,1,FR,french,7,,,,,,,,,,,,,,,english,4,portuguese,1,spanish,2,,,,,,,,,,,,,2017-06-30T15:29:43+00:00,6191,1,1950,3900,,
3977745,1,IT,english,6,italian,7,spanish,6,,,,,,,,,,,french,5,german,4,,,,,,,,,,,,,,,2017-03-07T22:00:59+00:00,1000,1,500,999,,
3982659,0,RU,russian,7,,,,,,,,,,,,,,,english,5,german,3,polish,3,,,,,,,,,,,,,2020-04-20T10:45:09+00:00,28,1,250,1200,,
3991288,1,SE,swedish,7,,,,,,,,,,,,,,,croatian,1,english,5,german,1,portuguese,4,,,,,,,,,,,2017-07-10T06:05:48+00:00,633,0,0,1700,,
3997535,0,IR,persian(farsi),7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2017-03-25T22:42:01+00:00,1676,1,200,800,,
4007349,1,RU,english,6,,,,,,,,,,,,,,,dutch,2,russian,7,,,,,,,,,,,,,,,2020-03-30T07:44:09+00:00,172,1,500,1000,,
4007442,1,GB,english,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-22T16:02:52+00:00,1259,1,500,1300,,
4014883,0,IT,arabic(modernstandard),6,english,6,italian,7,,,,,,,,,,,catalan,4,german,2,latin,6,spanish,4,,,,,,,,,,,2020-06-05T08:29:14+00:00,0,1,300,1000,,
4015750,1,MA,french,6,,,,,,,,,,,,,,,arabic(maghrebi),7,arabic(modernstandard),7,english,4,italian,5,spanish,1,,,,,,,,,2017-12-30T12:39:38+00:00,2369,1,900,2900,,
4019655,1,RS,french,6,serbian,7,,,,,,,,,,,,,english,4,italian,3,spanish,1,,,,,,,,,,,,,2018-08-22T12:55:34+00:00,2008,1,399,1499,,
4020114,1,CN,chinese,7,english,6,portuguese,6,,,,,,,,,,,french,3,italian,2,japanese,2,spanish,5,,,,,,,,,,,2017-03-20T07:53:54+00:00,3190,1,900,1350,,
4021769,1,RU,russian,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-18T14:20:32+00:00,287,1,500,700,,
4023021,1,ES,catalan,7,english,7,spanish,7,,,,,,,,,,,french,3,,,,,,,,,,,,,,,,,2020-06-09T03:14:58+00:00,2,0,0,700,,
4023612,0,GB,english,7,,,,,,,,,,,,,,,portuguese,5,spanish,3,,,,,,,,,,,,,,,2018-09-05T13:59:41+00:00,1084,1,800,2500,,
4024665,0,FR,english,6,french,7,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2020-04-28T12:19:13+00:00,234,0,1000,1300,,
4028723,1,GB,english,7,,,,,,,,,,,,,,,dutch,1,french,5,german,4,latin,2,spanish,4,,,,,,,,,2020-01-07T10:58:52+00:00,363,1,1000,2300,,
4029062,0,IT,italian,7,,,,,,,,,,,,,,,chinese,1,english,6,korean,1,russian,1,spanish,6,,,,,,,,,2020-05-19T11:11:26+00:00,66,1,100,800,,
4031178,0,GB,english,7,,,,,,,,,,,,,,,german,4,italian,5,spanish,3,,,,,,,,,,,,,2017-03-25T17:59:54+00:00,50,1,1000,3000,,
4036425,1,RU,russian,7,,,,,,,,,,,,,,,bulgarian,3,,,,,,,,,,,,,,,,,2017-04-04T15:13:12+00:00,373,1,300,570,,
4036903,1,FR,english,6,french,7,,,,,,,,,,,,,chinese,4,chinese(cantonese),3,hungarian,3,italian,4,other,1,,,,,,,,,2018-08-17T21:12:34+00:00,510,1,990,1490,,
4041493,1,VE,spanish,7,,,,,,,,,,,,,,,english,1,,,,,,,,,,,,,,,,,2017-06-22T03:38:19+00:00,505,1,450,950,,
4042791,1,RS,english,6,german,6,serbian,7,,,,,,,,,,,bosnian,6,croatian,6,montenegrin,6,,,,,,,,,,,,,2019-04-18T13:27:37+00:00,529,1,400,600,,
4053297,1,FR,french,7,,,,,,,,,,,,,,,english,4,japanese,3,,,,,,,,,,,,,,,2017-04-05T17:26:53+00:00,1788,1,1200,2000,,
4055564,1,PH,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2017-04-03T22:02:52+00:00,1244,1,500,1200,,
4058049,1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2017-08-02T06:45:36+00:00,3807,1,800,1689,,
4058385,0,RU,english,6,russian,7,,,,,,,,,,,,,german,1,spanish,1,,,,,,,,,,,,,,,2020-05-12T03:21:42+00:00,58,1,600,1000,,
4065318,1,JP,japanese,7,,,,,,,,,,,,,,,english,5,other,1,spanish,1,,,,,,,,,,,,,2017-08-02T09:14:09+00:00,1135,1,700,1200,,
4068929,0,FR,french,7,,,,,,,,,,,,,,,english,5,spanish,4,,,,,,,,,,,,,,,2020-03-31T11:05:06+00:00,85,1,500,2000,,
4069171,1,DE,german,7,,,,,,,,,,,,,,,english,6,portuguese,5,russian,4,spanish,2,,,,,,,,,,,2017-04-06T17:55:04+00:00,4906,1,1300,2800,,
4079651,1,IT,italian,7,,,,,,,,,,,,,,,chinese,5,english,3,esperanto,1,,,,,,,,,,,,,2017-06-13T03:36:33+00:00,8077,1,200,900,,
4080435,1,US,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2017-06-01T00:04:23+00:00,972,1,1000,2000,,
4089355,1,FR,french,7,,,,,,,,,,,,,,,english,5,mauritiancreole,3,spanish,2,,,,,,,,,,,,,2017-10-31T03:47:52+00:00,209,1,400,1400,,
4089517,0,AM,english,6,,,,,,,,,,,,,,,armenian,7,french,5,german,1,other,1,russian,5,,,,,,,,,2019-07-11T14:55:07+00:00,491,1,400,1200,,
4097618,1,NL,dutch,7,english,6,,,,,,,,,,,,,hungarian,1,japanese,1,russian,1,,,,,,,,,,,,,2018-03-07T13:07:19+00:00,1313,1,500,950,,
4100672,1,VN,vietnamese,7,,,,,,,,,,,,,,,english,5,japanese,1,,,,,,,,,,,,,,,2017-04-30T19:27:58+00:00,321,1,100,500,,
4100761,1,TR,english,6,turkish,7,,,,,,,,,,,,,german,1,greek,2,spanish,1,,,,,,,,,,,,,2017-11-28T03:40:25+00:00,870,1,680,1090,,
4110423,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-03-09T04:18:37+00:00,182,1,500,1000,,
4119511,1,IE,english,7,,,,,,,,,,,,,,,gaelic(irish),4,thai,2,,,,,,,,,,,,,,,2017-06-13T08:40:31+00:00,6784,1,499,1099,,
4119769,1,RU,english,6,russian,7,,,,,,,,,,,,,german,2,,,,,,,,,,,,,,,,,2020-01-17T03:40:06+00:00,572,1,500,900,,
4120571,1,FR,french,7,,,,,,,,,,,,,,,english,4,italian,1,spanish,4,swedish,2,,,,,,,,,,,2017-12-11T19:39:32+00:00,1160,1,600,890,,
4121307,1,TR,turkish,7,,,,,,,,,,,,,,,english,6,russian,2,,,,,,,,,,,,,,,2018-09-07T15:07:03+00:00,58,1,100,450,,
4128426,1,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),3,english,4,,,,,,,,,,,,,,,2017-05-16T10:03:11+00:00,1305,1,300,1200,,
4129494,1,BR,portuguese,7,,,,,,,,,,,,,,,english,3,french,4,german,1,spanish,1,,,,,,,,,,,2020-02-19T07:41:47+00:00,203,1,250,400,,
4130172,1,AU,english,7,,,,,,,,,,,,,,,arabic,1,french,4,russian,7,spanish,3,,,,,,,,,,,2017-08-22T08:02:46+00:00,2481,1,1195,1995,,
4131321,1,ZZ,arabic,7,arabic(levantine),6,arabic(modernstandard),7,french,7,,,,,,,,,chinese,2,english,5,japanese,2,korean,1,tamazight,5,,,,,,,,,2017-10-19T05:48:23+00:00,1658,1,700,1690,,
4137306,0,IT,italian,7,,,,,,,,,,,,,,,english,5,french,5,german,1,,,,,,,,,,,,,2017-07-06T09:01:41+00:00,2884,1,900,2500,,
4144737,1,PT,english,6,portuguese,7,,,,,,,,,,,,,czech,1,slovak,1,spanish,3,,,,,,,,,,,,,2017-10-30T08:08:09+00:00,1620,1,800,1450,,
4147515,1,BE,dutch,7,flemish,7,,,,,,,,,,,,,english,6,french,7,german,4,maltese,2,portuguese,2,spanish,3,turkish,1,,,,,2017-06-16T02:21:55+00:00,502,1,800,1700,,
4156474,1,SY,arabic,7,arabic(levantine),7,arabic(modernstandard),7,,,,,,,,,,,english,6,other,1,turkish,1,,,,,,,,,,,,,2017-07-31T07:43:55+00:00,3864,1,900,2520,,
4158948,1,ES,catalan,7,english,6,spanish,7,,,,,,,,,,,french,1,japanese,1,,,,,,,,,,,,,,,2020-05-25T08:16:21+00:00,46,1,800,1000,,
4164410,1,ES,spanish,7,,,,,,,,,,,,,,,chinese,3,english,6,french,3,german,3,,,,,,,,,,,2017-11-16T07:58:11+00:00,141,1,400,2000,,
4175893,1,PH,chinese,6,english,6,filipino(tagalog),7,,,,,,,,,,,chinese(cantonese),1,chinese(hokkien),3,,,,,,,,,,,,,,,2017-06-06T11:10:27+00:00,2294,1,300,600,,
4179144,1,TR,russian,7,turkish,6,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2018-06-28T14:08:38+00:00,553,1,300,800,,
4183636,1,JP,japanese,7,,,,,,,,,,,,,,,danish,3,english,5,italian,4,swedish,1,,,,,,,,,,,2017-06-10T21:14:51+00:00,2749,1,500,2500,,
4199214,1,US,english,7,,,,,,,,,,,,,,,spanish,6,,,,,,,,,,,,,,,,,2020-04-02T06:19:04+00:00,209,1,200,800,,
4211049,1,RS,norwegian,7,,,,,,,,,,,,,,,english,6,german,2,greek,2,serbian,7,,,,,,,,,,,2017-08-08T08:42:07+00:00,1185,1,1000,2000,,
4214273,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-14T08:59:16+00:00,1884,1,600,1600,,
4217148,0,GB,english,7,,,,,,,,,,,,,,,spanish,5,swedish,2,,,,,,,,,,,,,,,2017-11-23T07:39:12+00:00,736,0,100,2200,,
4235820,1,CN,chinese,7,chinese(cantonese),7,,,,,,,,,,,,,english,5,japanese,1,spanish,3,,,,,,,,,,,,,2018-02-27T17:27:27+00:00,310,1,600,800,,
4241745,1,ES,spanish,7,,,,,,,,,,,,,,,arabic(modernstandard),2,basque,5,english,5,german,4,italian,3,,,,,,,,,2020-01-08T04:12:31+00:00,203,1,500,1400,,
4242654,0,CN,chinese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-06-13T03:50:44+00:00,2432,1,750,1750,,
4249496,1,GB,english,7,,,,,,,,,,,,,,,german,3,spanish,1,,,,,,,,,,,,,,,2017-11-27T16:57:08+00:00,2714,1,999,1800,,
4257153,1,KR,korean,7,,,,,,,,,,,,,,,english,3,russian,3,,,,,,,,,,,,,,,2019-12-12T06:51:06+00:00,196,1,800,1500,,
4258081,1,RU,russian,7,,,,,,,,,,,,,,,english,5,norwegian,1,,,,,,,,,,,,,,,2020-02-03T11:19:59+00:00,154,1,400,700,,
4270700,1,FR,french,7,,,,,,,,,,,,,,,english,4,spanish,2,turkish,4,,,,,,,,,,,,,2017-07-10T06:35:18+00:00,1783,1,800,1290,,
4282699,1,CO,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2017-07-21T09:07:57+00:00,728,0,100,1400,,
4284838,0,GB,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2017-07-07T08:06:34+00:00,1315,1,1000,2250,,
4290872,0,RU,english,6,russian,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-14T07:28:05+00:00,39,1,400,800,,
4293242,1,FR,french,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-12-03T09:31:12+00:00,1285,1,700,1300,,
4294132,1,NZ,chinese,7,chinese(cantonese),7,english,7,,,,,,,,,,,bosnian,1,japanese,2,spanish,4,,,,,,,,,,,,,2020-01-24T03:01:35+00:00,324,1,1000,1600,,
4294476,1,RS,english,6,serbian,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-04T04:08:17+00:00,933,1,299,900,,
4300655,1,GB,english,7,swedish,7,,,,,,,,,,,,,finnish,3,french,5,german,4,italian,4,latin,5,polish,3,russian,3,,,,,2018-02-03T15:15:46+00:00,1646,1,1400,3200,,
4301776,0,SY,arabic,7,english,6,,,,,,,,,,,,,arabic(levantine),7,arabic(modernstandard),7,german,3,,,,,,,,,,,,,2020-04-16T07:55:11+00:00,86,1,400,1200,,
4304902,1,DE,english,6,german,7,,,,,,,,,,,,,bosnian,6,croatian,6,serbian,6,,,,,,,,,,,,,2019-02-19T11:27:02+00:00,2089,1,700,1200,,
4313831,1,MY,chinese,7,english,6,malay,6,,,,,,,,,,,chinese(cantonese),2,chinese(hokkien),6,chinese(taiwanese),4,japanese,2,korean,1,,,,,,,,,2020-05-14T07:47:20+00:00,9,1,500,1200,,
4314562,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,indonesian,2,other,1,spanish,3,,,,,,,,,,,2018-01-11T16:19:10+00:00,2218,1,890,1900,,
4318803,1,CN,chinese,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2018-06-30T17:05:52+00:00,2466,1,1200,1899,,
4323996,1,IN,english,7,french,7,hindi,7,,,,,,,,,,,chinese,1,japanese,1,korean,1,spanish,4,,,,,,,,,,,2017-08-02T06:04:17+00:00,1338,1,1100,1750,,
4324891,1,CO,spanish,7,,,,,,,,,,,,,,,english,5,turkish,3,,,,,,,,,,,,,,,2017-08-09T06:54:11+00:00,302,1,800,1800,,
4333035,1,EG,arabic,7,arabic(egyptian),7,arabic(modernstandard),7,,,,,,,,,,,english,5,spanish,1,,,,,,,,,,,,,,,2017-10-13T08:48:54+00:00,243,1,500,1100,,
4350073,0,CA,english,7,,,,,,,,,,,,,,,french,1,german,2,spanish,4,turkish,3,,,,,,,,,,,2018-06-06T18:25:41+00:00,1284,1,800,1750,,
